name,country,subcountry,geonameid
Bargarh,India,,1276988
Bareja,India,,1277012
Bareilly,India,,1277013
Bārdoli,India,,1277022
Barddhamān,India,,1277029
Bar Bigha,India,,1277038
Baraut,India,,1277044
Barauli,India,,1277053
Bārāsat,India,,1277065
Baranagar,India,,1277082
Bārān,India,,1277084
Bāramūla,India,,1277085
Bārāmati,India,,1277091
Bārākpur,India,,1277100
Bāpatla,India,,1277183
Bāola,India,,1277196
Banūr,India,,1277200
Bantvāl,India,,1277201
Bāntva,India,,1277202
Bānswāra,India,,1277214
Bānswāda,India,,1277216
Bānsi,India,,1277232
Bānsdīh,India,,1277238
Bānsbāria,India,,1277240
Bannūr,India,,1277255
Banmankhi,India,,1277263
Bānkura,India,,1277264
Bānki,India,,1277273
Bānka,India,,1277289
Bāngarmau,India,,1277318
Bangarapet,India,,1277320
Bangaon,India,,1277322
Bangaon,India,,1277324
Banganapalle,India,,1277330
Bengaluru,India,,1277333
Banga,India,,1277338
Bandipura,India,,1277358
Bāndīkūi,India,,1277362
Bānda,India,,1277397
Banda,India,,1277398
Banat,India,,1277409
Bānapur,India,,1277426
Bāmor Kalān,India,,1277442
Bālurghāt,India,,1277508
Bālugaon,India,,1277514
Balrāmpur,India,,1277525
Bālotra,India,,1277527
Baloda Bāzār,India,,1277530
Balod,India,,1277535
Bāli,India,,1277539
Ballia,India,,1277552
Ballarpur,India,,1277557
Bāli,India,,1277590
Balasore,India,,1277599
Balarāmpur,India,,1277634
Bālāpur,India,,1277636
Balāngīr,India,,1277643
Bālāghāt,India,,1277661
Bālāchor,India,,1277666
Bakhtiyārpur,India,,1277684
Bakhri,India,,1277688
Budge Budge,India,,1277723
Bairāgnia,India,,1277748
Byndoor,India,,1277759
Bail-Hongal,India,,1277765
Baikunthpur,India,,1277769
Baihar,India,,1277776
Baidyabāti,India,,1277780
Bahraigh,India,,1277799
Bahjoi,India,,1277808
Baheri,India,,1277814
Baharampur,India,,1277820
Bahadurgarh,India,,1277835
Bahādurganj,India,,1277836
Bāh,India,,1277841
Bagulā,India,,1277844
Bāghpat,India,,1277882
Bagdogra,India,,1277897
Bāgha Purāna,India,,1277902
Bāgepalli,India,,1277909
Bāgbahra,India,,1277918
Bagasra,India,,1277924
Bagar,India,,1277930
Bagalkot,India,,1277936
Bagaha,India,,1277939
Bagaha,India,,1277940
Badvel,India,,1277949
Badūria,India,,1277950
Bādshāhpur,India,,1277955
Badnāwar,India,,1277970
Badlapur,India,,1277976
Bādāmi,India,,1278017
Badagara,India,,1278023
Bada Barabīl,India,,1278026
Bachhraon,India,,1278036
Babrāla,India,,1278052
Bābra,India,,1278054
Babīna,India,,1278058
Baberu,India,,1278064
Bābai,India,,1278073
Azamgarh,India,,1278083
Ayodhya,India,,1278094
Ayakudi,India,,1278100
Avanigadda,India,,1278122
Avinashi,India,,1278124
Āvadi,India,,1278130
Ausa,India,,1278139
Aurangābād,India,,1278148
Sambhaji Nagar,India,,1278149
Auraiya,India,,1278152
Aurād,India,,1278156
Attur,India,,1278173
Attingal,India,,1278176
Attili,India,,1278178
Atraulī,India,,1278190
Atmakūr,India,,1278201
Adirampattinam,India,,1278204
Athni,India,,1278208
Āthagarh,India,,1278216
Atarra,India,,1278228
Āsind,India,,1278278
Āsika,India,,1278279
Asifābād,India,,1278282
Ashta,India,,1278294
Ashta,India,,1278296
Ashoknagar,India,,1278297
Āsansol,India,,1278314
Āsandh,India,,1278320
Arwal,India,,1278334
Ārvi,India,,1278335
Aruppukkottai,India,,1278340
Arumuganeri,India,,1278343
Arukutti,India,,1278345
Arsikere,India,,1278354
Āron,India,,1278365
Arkalgūd,India,,1278393
Ariyalūr,India,,1278405
Arcot,India,,1278432
Arāria,India,,1278446
Arantāngi,India,,1278448
Arni,India,,1278454
Ārangaon,India,,1278455
Arang,India,,1278458
Arāmbāgh,India,,1278466
Arakkonam,India,,1278471
Arrah,India,,1278483
Aonla,India,,1278498
Anūpshahr,India,,1278507
Anūppur,India,,1278508
Anūpgarh,India,,1278510
Anta,India,,1278532
Anshing,India,,1278534
Annur,India,,1278539
Annigeri,India,,1278540
Ankleshwar,India,,1278553
Anjār,India,,1278573
Anjangaon,India,,1278580
Anjad,India,,1278588
Angul,India,,1278593
Angamāli,India,,1278602
Anekal,India,,1278609
Andol,India,,1278621
Anthiyur,India,,1278622
Āndippatti,India,,1278625
Anantnag,India,,1278667
Anantapur,India,,1278672
Anandpur,India,,1278676
Anand,India,,1278685
Anakapalle,India,,1278688
Anamalais,India,,1278692
Amudālavalasa,India,,1278698
Āmta,India,,1278703
Amroli,India,,1278707
Amroha,India,,1278708
Amritsar,India,,1278710
Amreli,India,,1278715
Amrāvati,India,,1278718
Amod,India,,1278742
Āmli,India,,1278768
Āmlāgora,India,,1278774
Amla,India,,1278775
Amet,India,,1278808
Ambur,India,,1278815
Ambikāpur,India,,1278827
Ambattūr,India,,1278840
Ambasamudram,India,,1278841
Ambāla,India,,1278860
Ambājogāi,India,,1278862
Ambāh,India,,1278868
Ambad,India,,1278871
Amarpur,India,,1278895
Amarpātan,India,,1278899
Amarnāth,India,,1278903
Amalner,India,,1278931
Amalāpuram,India,,1278935
Alwaye,India,,1278941
Alwar,India,,1278946
Alot,India,,1278964
Along,India,,1278969
Alnāvar,India,,1278973
Almora,India,,1278974
Alappuzha,India,,1278985
Prayagraj,India,,1278994
Alīpur Duār,India,,1279003
Alīpur,India,,1279005
Alīgarh,India,,1279017
Alīganj,India,,1279023
Alībāg,India,,1279027
Ālangulam,India,,1279058
Alangāyam,India,,1279061
Alandur,India,,1279064
Alandi,India,,1279066
Aland,India,,1279068
Akot,India,,1279094
Akola,India,,1279105
Aklera,India,,1279115
Akivīdu,India,,1279123
Akbarpur,India,,1279134
Akbarpur,India,,1279135
Akaltara,India,,1279144
Akalkot,India,,1279147
Ajra,India,,1279154
Ajnāla,India,,1279158
Ajmer,India,,1279159
Aizawl,India,,1279186
Ahwa,India,,1279213
Ahraura,India,,1279219
Ahmadpur,India,,1279227
Ahmadnagar,India,,1279228
Ahmedabad,India,,1279233
Agra,India,,1279259
Agartala,India,,1279290
Agar,India,,1279299
Afzalpur,India,,1279306
Afzalgarh,India,,1279307
Adūr,India,,1279323
Adra,India,,1279334
Adoni,India,,1279335
Ādilābād,India,,1279344
Addanki,India,,1279356
Achhnera,India,,1279382
Achalpur,India,,1279390
Ābu Road,India,,1279394
Ābu,India,,1279396
Abohar,India,,1279403
Abhayāpuri,India,,1279407
Dalli Rājhara,India,,1333526
Contai,India,,1344069
Haldia,India,,1344377
Srirāmpur,India,,1348562
Dumjor,India,,1348739
Bankra,India,,1348747
Chakapara,India,,1348753
Mahiari,India,,1348775
Dhulagari,India,,1348780
Pānchla,India,,1348785
Pujali,India,,1348820
Maheshtala,India,,1348843
Monoharpur,India,,1349041
Soyībug,India,,1430991
Kheri Nāngal,India,,1442266
Jharoda Kalān,India,,1443367
Roshanpura,India,,1443381
Dīndārpur,India,,1443383
Singāpur,India,,1445156
Ghatkesar,India,,1445378
Vadigenhalli,India,,1462711
Adampur,India,,1462733
Porur,India,,1465622
Madipakkam,India,,1465825
Perungudi,India,,1465828
Madambakkam,India,,1465910
Powai,India,,6324621
Navi Mumbai,India,,6619347
Panchkula,India,,6690108
Murudeshwara,India,,6941937
Shivaji Nagar,India,,6943660
Greater Noida,India,,6954929
Mohali,India,,6992326
Pithampur,India,,7279595
Barbil,India,,7279597
Airoli,India,,7279599
Aluva,India,,7279600
Kotkapura,India,,7279734
Muvattupuzha,India,,7279735
Perumbavoor,India,,7279739
Vapi,India,,7279741
Baddi,India,,7279742
Noida,India,,7279746
Bhiwadi,India,,7279747
Mandideep,India,,7279752
Singrauli,India,,7279754
Birpara,India,,7284803
Jaigaon,India,,7284820
Akkarampalle,India,,7302805
Bellampalli,India,,7302806
Chemmumiahpet,India,,7302808
Gaddi Annaram,India,,7302810
Dasnapur,India,,7302812
Kanuru,India,,7302825
Lal Bahadur Nagar,India,,7302826
Malkajgiri,India,,7302828
Mandamarri,India,,7302829
Chinnachowk,India,,7302830
Kyathampalle,India,,7302832
Gajuwaka,India,,7302833
Katheru,India,,7302834
Manuguru,India,,7302836
Kalyandurg,India,,7302838
Payakaraopeta,India,,7302842
Ponnur,India,,7302844
Quthbullapur,India,,7302845
Ramanayyapeta,India,,7302846
Palwancha,India,,7302847
Barpeta Road,India,,7302849
Sathupalli,India,,7302851
Yanamalakuduru,India,,7302853
Morigaon,India,,7302854
Naharlagun,India,,7302855
Serilingampalle,India,,7302856
Silapathar,India,,7302857
Lumding Railway Colony,India,,7302859
Aistala,India,,7302860
Ashoknagar Kalyangarh,India,,7302861
Bahula,India,,7302862
Bhawanipur,India,,7626554
Bakhtiarpur,India,,7626561
Zira,India,,7645176
Adampur,India,,7646705
Kumarapalayam,India,,8223943
Ramagundam,India,,8347656
Mirganj,India,,8439149
Sultānganj,India,,8439888
Karjan,India,,8477241
Cherpulassery,India,,8504418
Biswanath Chariali,India,,8541454
Prāntij,India,,8541964
Kirandul,India,,8581647
Ganaur,India,,8629543
Thoothukudi,India,,8629640
Shiraguppi,India,,8714565
Gadag-Betageri,India,,8740017
Areraj,India,,8740819
V.S.K.Valasai (Dindigul-Dist.),India,,8948694
Barbigha,India,,9036524
Kadodara,India,,9072777
Neelankarai,India,,9212568
Injambakkam,India,,9212569
Srikalahasti,India,,9408449
Shahbazpur,India,,9794300
Heli Mandi,India,,9915333
Mānesar,India,,9915464
Ganguwa,India,,9977407
Barāra,India,,10152760
Kansāpur,India,,10166426
Sisauli,India,,10166427
Pehlādpur Bāngar,India,,10261416
Siraspur,India,,10261418
Kundli,India,,10261433
Kādīpur,India,,10261502
Libāspur,India,,10261507
Burāri,India,,10261509
Karāla,India,,10263041
Auhammadpur Mājri,India,,10263042
Rāni Khera,India,,10263046
Begampur,India,,10263049
Pūth Kalān,India,,10263050
Kamaruddinnagar,India,,10263051
Mūndka,India,,10263053
Bakarwāla,India,,10263054
Nilithi,India,,10263055
Bāprola,India,,10263061
Hashtsāl,India,,10263066
Rijokri,India,,10263096
Kāpas Herd,India,,10263097
Malakpur Kohi Rangpur,India,,10263098
Kirāri Sulemānnagar,India,,10263153
Sāhibābād Daulotpur,India,,10263162
Mukandpur,India,,10263165
Bhālswa Jahangirpur,India,,10263167
Murādābād Pahāri,India,,10263225
Deoli,India,,10263232
Tighri,India,,10263233
Saiyad-ul-ajaib,India,,10263234
Sādatpur Gujran,India,,10263300
Jharoda Mazra Burāri,India,,10263301
Karāwalnagar,India,,10265057
Mustafābād,India,,10265061
Jīwanpur,India,,10265066
Gokalpur,India,,10265070
Mandoli,India,,10265071
Bābarpur,India,,10265086
Jāfarābād,India,,10265094
Chilla Soroda Bāngar,India,,10265161
Dalūpura,India,,10265162
Ali,India,,10265188
Molārband,India,,10265190
Jaitpur,India,,10265191
Kondli,India,,10265219
Gharroli,India,,10265220
Tilpat,India,,10265937
Mīthepur,India,,10265943
Sarwar,India,,10347952
Benipur,India,,10400284
Rosera,India,,10400291
Sonepur,India,,10400293
Mahnar Bazar,India,,10400295
Kardhān,India,,10436800
Bablāi,India,,10436834
Ahīwāra,India,,10447536
Birgaon,India,,10448053
Ugrākheri,India,,10549556
Tikri Kalān,India,,10555146
Nangli Sakrawat,India,,10555165
Kumbalam,India,,10627510
Aroor,India,,10628607
Kadakkavoor,India,,10628608
Kalavoor,India,,10629189
Kalamassery,India,,10630431
Bodrī,India,,10704815
Sirgittī,India,,10704820
Lingiādīh,India,,10704831
Tifrā,India,,10704836
Deori,India,,10705043
Nailā,India,,10707024
Ibrāhīmpatnam,India,,10778122
Rāmavarappādu,India,,10778177
Kānūru,India,,10778953
Poranki,India,,10778956
Tādigadapa,India,,10778957
Bacheli,India,,10781410
Cherthala,India,,10792588
Makhdumpur,India,,10834074
Madhurampur Dehri,India,,10834495
Nokha,India,,10836504
Bela,India,,10837461
Kakkalapalle,India,,10849508
Somandepalle,India,,10849677
Bhadauni,India,,10885305
Bihāt,India,,10894229
Azhiyūr,India,,10924927
Nohsa,India,,11011454
Abrama,India,,11102685
Phusro,India,,11127930
Alangad,India,,11184118
Anklav,India,,11184132
Barauni,India,,11184261
Boriavi,India,,11184276
Kanjari,India,,11184277
Tangla,India,,11184398
Talod,India,,11184400
Savarkundla,India,,11184442
Patdi,India,,11184587
Jamjodhpur,India,,11185501
Malkapur,India,,11185528
Madhapar,India,,11185792
Manendragarh,India,,11185818
Chalthan,India,,11186294
Nagarukhra City,India,,11203603
Māmidālapādu,India,,11253678
Gopavaram,India,,11271185
Podaturpet,India,,11421465
Vinnamāla,India,,11424018
Rohini,India,,12069922
Mulugu,India,,12165955
Kallakurichi,India,,12165956
Alang,India,,12196119
Amaravati,India,,12261477
Chirmiri,India,,12495083
Paramathi Velur,India,,12501142
Kanayannur,India,,12501153
Shahuwadi,India,,12501195
Lalganj,India,,12501265
Santrampur,India,,12501480
Chanpatia,India,,12503489
Talala,India,,12518919
Pakridayal,India,,12519043
Motipur,India,,12519055
Lanka,India,,12523448
Seppa,India,,12524323
Kim,India,,13100428
Sayan,India,,13100431
Morampudi,India,,13156763
Hukumpeta,India,,13156764
Nadim Tiruvuru,India,,13156765
Sriramnagar,India,,13156766
Mangalam,India,,13156767
Rameswaram,India,,13156768
L.A.Sagaram,India,,13156769
Srisailam Project RFC Township,India,,13156770
Tiruchanur,India,,13156771
Suryaraopeta,India,,13156772
Avilala,India,,13156773
Kanigiri U,India,,13156774
Tirupati NMA,India,,13156775
Dowleswaram,India,,13156776
Jaggaiahpet,India,,13156777
Niz-Hajo,India,,13156905
Jagiroad,India,,13156906
Titabor Town,India,,13156907
Duliajan Oil Town,India,,13156908
Kataiya,India,,13156928
Dinapur Cantonment,India,,13156929
Banmankhi Bazar,India,,13156930
Phulwari Sharif,India,,13156931
Dinapur Nizamat,India,,13156932
Khongapani,India,,13156958
Shivpur Charcha,India,,13156959
Tilda Newra,India,,13156960
Bhilai Charoda,India,,13156961
Sultan Pur,India,,13156992
Neb Sarai,India,,13156993
Kusum Pur,India,,13156994
Bhati,India,,13156998
Mir Pur Turk,India,,13156999
Raja Pur Khurd,India,,13157000
Dayal Pur,India,,13157001
Shafi Pur Ranhola,India,,13157004
Aya Nagar,India,,13157005
Gharonda Neemka Bangar,India,,13157006
Kamal Pur Majra Burari,India,,13157007
Nithari,India,,13157008
Taj Pul,India,,13157009
Ziauddin Pur,India,,13157010
Pul Pehlad,India,,13157011
Khajoori Khas,India,,13157012
Sultan Pur Majra,India,,13157013
Chimbel,India,,13157025
Penha de França,India,,13157026
Sarigam INA,India,,13157031
Sanjan,India,,13157118
Baben,India,,13157119
Kabilpor,India,,13157120
Trajpar,India,,13157121
Sarangpore,India,,13157122
Andada,India,,13157123
Khapat,India,,13157124
Undera,India,,13157125
Ambaji,India,,13157126
Barwala,India,,13157127
Chanod,India,,13157128
Solsumba,India,,13157129
Chhiri,India,,13157130
Raval,India,,13157131
Bholav,India,,13157132
Anklesvar INA,India,,13157133
Gadkhol,India,,13157134
Jhadeshwar,India,,13157135
Kansad,India,,13157136
Tarsadi,India,,13157137
Vapi INA,India,,13157138
Bopal,India,,13157139
Chhaya,India,,13157140
Vijalpor,India,,13157141
Palwal Rural,India,,13157156
Panipat Taraf Rajputan,India,,13157157
Panipat Taraf Ansar,India,,13157158
Panipat Taraf Makhdum Zadgan,India,,13157159
Ambala Sadar,India,,13157160
Zaxo,Iraq,,89570
Umm Qaşr,Iraq,,89824
Ţūz Khūrmātū,Iraq,,90026
Tikrīt,Iraq,,90150
Tallkayf,Iraq,,90353
Sīnah,Iraq,,90708
Sāmarrā’,Iraq,,91597
Nāḩīyat Saddat al Hindīyah,Iraq,,91812
Ṟuwandiz,Iraq,,92002
Al-Hamdaniya,Iraq,,92430
Mandalī,Iraq,,93709
Koysinceq,Iraq,,94220
Kifrī,Iraq,,94298
Kirkuk,Iraq,,94787
Karbala,Iraq,,94824
Erbil,Iraq,,95446
Hīt,Iraq,,95788
Ḩalabja,Iraq,,96205
Ḩadīthah,Iraq,,96309
Soran,Iraq,,96961
Dihok,Iraq,,96994
Jamjamāl,Iraq,,97417
Bayjī,Iraq,,97783
Batifa,Iraq,,97825
Baqubah,Iraq,,97990
Baynjiwayn,Iraq,,98012
Balad,Iraq,,98112
Baghdad,Iraq,,98182
Az Zubayr,Iraq,,98245
Aş Şuwayrah,Iraq,,98459
As Sulaymānīyah,Iraq,,98463
As Samawah,Iraq,,98530
Nāḩiyat ash Shināfīyah,Iraq,,98589
Ash Shaţrah,Iraq,,98622
Ash Shāmīyah,Iraq,,98629
Ar Ruţbah,Iraq,,98677
Ar Rumaythah,Iraq,,98685
Ramadi,Iraq,,98717
‘Aqrah,Iraq,,98822
An Nu‘mānīyah,Iraq,,98846
Nasiriyah,Iraq,,98854
Najaf,Iraq,,98860
‘Anat al Qadīmah,Iraq,,98885
al-Qasim,Iraq,,99010
Al Musayyib,Iraq,,99039
Al Mishkhāb,Iraq,,99060
Al Miqdādīyah,Iraq,,99062
Al Mawşil al Jadīdah,Iraq,,99071
Mosul,Iraq,,99072
Al Kūt,Iraq,,99131
Kufa,Iraq,,99135
Khāliş,Iraq,,99169
‘Alī al Gharbī,Iraq,,99306
Al Hindīyah,Iraq,,99344
Al Ḩillah,Iraq,,99347
Al Ḩayy,Iraq,,99350
Al Hārithah,Iraq,,99369
Nahiyat Ghammas,Iraq,,99434
Nāḩiyat al Fuhūd,Iraq,,99439
Al Fāw,Iraq,,99446
Al Fallūjah,Iraq,,99454
Basrah,Iraq,,99532
Al ‘Azīzīyah,Iraq,,99548
Al ‘Amārah,Iraq,,99608
‘Afak,Iraq,,99738
Ad Dujayl,Iraq,,99759
Ad Dīwānīyah,Iraq,,99762
Abū Ghurayb,Iraq,,100077
Al Başrah al Qadīmah,Iraq,,388349
Hajiawa,Iraq,,447022
Sinjār,Iraq,,448149
‘Anah,Iraq,,6765385
Alvand,"Iran, Islamic Republic of",,10570
Āzādshahr,"Iran, Islamic Republic of",,14256
Kahrīz,"Iran, Islamic Republic of",,23814
Nūrābād,"Iran, Islamic Republic of",,24851
Īstgāh-e Rāh Āhan-e Garmsār,"Iran, Islamic Republic of",,32723
Qarchak,"Iran, Islamic Republic of",,32767
Golestān,"Iran, Islamic Republic of",,32900
Shahre Jadide Andisheh,"Iran, Islamic Republic of",,32909
Khorramdarreh,"Iran, Islamic Republic of",,41210
Pādegān-e Manjīl,"Iran, Islamic Republic of",,41428
Yasuj,"Iran, Islamic Republic of",,66093
Āzādshahr,"Iran, Islamic Republic of",,110831
Zarand,"Iran, Islamic Republic of",,111421
Zanjan,"Iran, Islamic Republic of",,111453
Yazd,"Iran, Islamic Republic of",,111822
Varāmīn,"Iran, Islamic Republic of",,112214
Torbat-e Ḩeydarīyeh,"Iran, Islamic Republic of",,112646
Tonekābon,"Iran, Islamic Republic of",,112656
Tehran,"Iran, Islamic Republic of",,112931
Hashtpar,"Iran, Islamic Republic of",,113343
Tākestān,"Iran, Islamic Republic of",,113491
Takāb,"Iran, Islamic Republic of",,113508
Taft,"Iran, Islamic Republic of",,113632
Tabriz,"Iran, Islamic Republic of",,113646
Tabas,"Iran, Islamic Republic of",,113659
Surian,"Iran, Islamic Republic of",,113723
Sonqor,"Iran, Islamic Republic of",,114049
Sirjan,"Iran, Islamic Republic of",,114259
Shūshtar,"Iran, Islamic Republic of",,114584
Shūsh,"Iran, Islamic Republic of",,114593
Shīrvān,"Iran, Islamic Republic of",,114930
Shiraz,"Iran, Islamic Republic of",,115019
Shahr-e Kord,"Iran, Islamic Republic of",,115770
Shahr-e Bābak,"Iran, Islamic Republic of",,115781
Shādegān,"Iran, Islamic Republic of",,116102
Semnan,"Iran, Islamic Republic of",,116402
Semīrom,"Iran, Islamic Republic of",,116406
Sāveh,"Iran, Islamic Republic of",,116667
Sari,"Iran, Islamic Republic of",,116996
Saqqez,"Iran, Islamic Republic of",,117392
Sanandaj,"Iran, Islamic Republic of",,117574
Salmās,"Iran, Islamic Republic of",,117656
Shāhīn Dezh,"Iran, Islamic Republic of",,117793
Sabzevar,"Iran, Islamic Republic of",,118063
Rūdsar,"Iran, Islamic Republic of",,118191
Robāţ Karīm,"Iran, Islamic Republic of",,118367
Rāvar,"Iran, Islamic Republic of",,118704
Rasht,"Iran, Islamic Republic of",,118743
Rāmshīr,"Iran, Islamic Republic of",,118805
Rāmhormoz,"Iran, Islamic Republic of",,118826
Rafsanjān,"Iran, Islamic Republic of",,118994
Qūchān,"Iran, Islamic Republic of",,119115
Qorveh,"Iran, Islamic Republic of",,119161
Qom,"Iran, Islamic Republic of",,119208
Qeshm,"Iran, Islamic Republic of",,119374
Qazvin,"Iran, Islamic Republic of",,119505
Qarah Ẕīā’ od Dīn,"Iran, Islamic Republic of",,119730
Farrokh Shahr,"Iran, Islamic Republic of",,120678
Qā’en,"Iran, Islamic Republic of",,120694
Sarpol-e Z̄ahāb,"Iran, Islamic Republic of",,120931
Pīshvā,"Iran, Islamic Republic of",,120972
Piranshahr,"Iran, Islamic Republic of",,121110
Pāveh,"Iran, Islamic Republic of",,121240
Pārsābād,"Iran, Islamic Republic of",,121380
Oshnavīyeh,"Iran, Islamic Republic of",,121795
Orūmīyeh,"Iran, Islamic Republic of",,121801
Omīdīyeh,"Iran, Islamic Republic of",,121861
Nūrābād,"Iran, Islamic Republic of",,121925
Nowshahr,"Iran, Islamic Republic of",,121959
Neyshābūr,"Iran, Islamic Republic of",,122285
Neyrīz,"Iran, Islamic Republic of",,122289
Nekā,"Iran, Islamic Republic of",,122397
Naz̧arābād,"Iran, Islamic Republic of",,122438
Naqadeh,"Iran, Islamic Republic of",,122698
Nahāvand,"Iran, Islamic Republic of",,122915
Mohr,"Iran, Islamic Republic of",,123485
Mīnāb,"Iran, Islamic Republic of",,123941
Mīāndoāb,"Iran, Islamic Republic of",,124085
Meybod,"Iran, Islamic Republic of",,124193
Mahrīz,"Iran, Islamic Republic of",,124274
Masjed Soleymān,"Iran, Islamic Republic of",,124620
Bardsīr,"Iran, Islamic Republic of",,124647
Mashhad,"Iran, Islamic Republic of",,124665
Marvdasht,"Iran, Islamic Republic of",,124721
Marīvān,"Iran, Islamic Republic of",,124778
Marand,"Iran, Islamic Republic of",,124862
Manjīl,"Iran, Islamic Republic of",,124967
Malāyer,"Iran, Islamic Republic of",,125185
Malārd,"Iran, Islamic Republic of",,125188
Mahābād,"Iran, Islamic Republic of",,125446
Langarūd,"Iran, Islamic Republic of",,125897
Kūhdasht,"Iran, Islamic Republic of",,126409
